,genres,tmdbId,overview,tagline,title,keywords,cast,movieId,director
1586,"['Action', 'Drama', 'Thriller']",9770,A misguided museum guard who loses his job and then tries to get it back at gunpoint is thrown into the fierce world of ratings-driven TV gone mad.,One man will make a mistake. The other will make it a spectacle.,Mad City,"['journalist', 'museum', 'hostage drama', 'independent film']","['John Travolta', 'Dustin Hoffman', 'Mia Kirshner', 'Alan Alda', 'Robert Prosky', 'Blythe Danner', 'William Atherton', 'Ted Levine', 'Milton Davis Jr.', 'Bill Nunn', 'John Landis', ""William O'Leary"", 'Jay Leno', 'Lucinda Jenney', 'Tammy Lauren']",1667,Costa-Gavras
1587,['Drama'],12616,"In Los Angeles, Max Carlyle makes a good living directing commercials and has a happy home life with his wife, Mimi, and two children. When Carlyle travels to New York City to visit his friend Charlie, who has been diagnosed with AIDS, he has repeat run-ins with a beautiful woman, Karen, and eventually sleeps with her. Though he goes home the next day and doesn't return until a year later, Carlyle's infidelity still lingers.",Sometimes an entire life can change in just one night.,One Night Stand,"['aids', 'cheating', 'one-night stand', 'chance', 'death of a friend', 'friendship', 'independent film']","['Wesley Snipes', 'Nastassja Kinski', 'Kyle MacLachlan', 'Ming-Na Wen', 'Robert Downey Jr.', 'Marcus T. Paulk', 'Thomas Haden Church', 'Mike Figgis']",1668,Mike Figgis
1588,"['Drama', 'Music', 'Romance', 'Foreign']",34838,"On a trip to Paris Sally meets Pablo, a tango dancer. He starts teaching her to dance then she returns to London to work on some ""projects"". She visits Buenos Aires and learns more from Pablo's friends. Sally and Pablo meet again but this time their relationship changes, she realises they want different things from each other. On a trip to Buenos Aires they cement their friendship.",,The Tango Lesson,"['dancer', 'dance', 'tango', 'woman director']","['Sally Potter', 'Morgane Maugran', 'Pablo Verón', 'Géraldine Maillet', 'Katerina Mechera', 'David Toole', 'George Antoni', 'Howard Lee']",1669,Sally Potter
1589,"['War', 'Drama', 'History']",14905,"Follow a group of international journalists into the heart of the once cosmopolitan city of Sarajevo—now a danger zone of sniper and mortar attacks where residents still live. While reporting on an American aid worker who’s trying to get children out of the country, a British correspondent decides to take an orphaned girl home to London.","To get the story, they’ll risk everything.",Welcome to Sarajevo,"['england', 'civil war', 'journalist', 'sarajevo', 'orphanage', 'bosnian war of 1992-1995']","['Stephen Dillane', 'Woody Harrelson', 'Marisa Tomei', 'Goran Visnjic', 'Emira Nušević', 'Kerry Fox', 'James Nesbitt', 'Emily Lloyd', 'Igor Dzhambazov', 'Gordana Gadžić', 'Juliet Aubrey', 'Dražen Šivak', 'Vesna Orel', 'Davor Janjić', 'Vladimir Jokanovic']",1670,Michael Winterbottom
1590,"['Mystery', 'Crime', 'Drama', 'Thriller']",14583,"The gruesome death of a prostitute brings suspicion on one of her clients, James Wayland, a brilliant, self-destructive and epileptic heir to a textile fortune. So detectives Braxton and Kennesaw take Wayland in for questioning, thinking they can break the man. But despite his troubles, Wayland is a master of manipulation, and during the interrogation, he begins to turn the tables on the investigators, forcing them to reveal their own sinister sides.",There are two sides to every lie.,Deceiver,"['prostitute', 'secret', 'murder', 'violence', 'textile company']","['Tim Roth', 'Michael Rooker', 'Renée Zellweger', 'Chris Penn', 'Rosanna Arquette', 'Ellen Burstyn']",1671,Josh Pate
1591,"['Drama', 'Crime', 'Thriller']",11975,"When Rudy Baylor (Matt Damon), a young attorney with no clients, goes to work for a seedy ambulance chaser, he wants to help the parents of a terminally ill boy in their suit against an insurance company (represented by a ruthless Jon Voight). But to take on corporate America, Rudy and a scrappy paralegal (Danny DeVito) must open their own law firm.",They were totally unqualified to try the case of a lifetime... but every underdog has his day.,The Rainmaker,"['jurors', 'proof', 'court case', 'leukemia', 'lawyer', 'courtroom']","['Matt Damon', 'Danny DeVito', 'Jon Voight', 'Claire Danes', 'Mary Kay Place', 'Dean Stockwell', 'Virginia Madsen', 'Mickey Rourke', 'Randy Travis', 'Roy Scheider', 'Red West', 'Johnny Whitworth', 'Andrew Shue', 'Teresa Wright', 'Danny Glover', 'Wayne Emmons', 'Adrian Roberts', 'Michael Girardin', 'Randall King', 'Justin Ashforth', 'Michael Keys Hall', 'James Cunningham', 'Frank Clem', 'Alan Woolf', 'Sonny Shroyer', 'Pamela Tice Chapman']",1672,Francis Ford Coppola
1592,['Drama'],4995,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.","The life of a dreamer, the days of a business, and the nights in between.",Boogie Nights,"['pornography', 'sex', 'porn actor', 'pornographic video', 'from rags to riches', 'drug', 'porn industry', 'gay lead character']","['Mark Wahlberg', 'Burt Reynolds', 'John C. Reilly', 'Julianne Moore', 'Thomas Jane', 'Heather Graham', 'Philip Seymour Hoffman', 'William H. Macy', 'Don Cheadle', 'Luis Guzmán', 'Alfred Molina', 'Robert Ridgely', 'Philip Baker Hall', 'Robert Downey Sr.', 'Nicole Ari Parker', 'Ricky Jay', 'Rico Bueno', 'Veronica Hart', 'Samson Barkhordarian', 'Nina Hartley', 'Brad Braeden', 'Joanna Gleason', 'Lawrence Hudd', 'Michael Stein', 'Stanley DeSantis', 'Patricia Forte', 'Kai Lennox', 'Laurel Holloman', 'Jason Andrews', ""Lil' Cinderella"", 'Greg Lauren', 'Tom Dorfmeister', 'Jason ""Jake"" Cross', 'Jack Wallace', 'Selwyn Emerson Miller', 'Jamielyn Lippman', 'Missy Spell Tanner', 'Raymond Laboriel', 'Melora Walters', 'Jon Brion', 'Brian Kehew', 'Robin Sharp', 'Audrey Wiechman', 'Tim Soronen', 'Michael Jace', 'Alexander D. Slanger', 'Tom Lenk', 'Lexi Leigh', 'Laura Gronewold', 'Vernon Guichard II', 'Tony Tedeschi', 'Leslie Redden', 'Gregory T. Daniel', 'Jonathan Quint', 'Michael Penn', 'Don Amendolia', 'Summer Cummings', 'Skye Blue', 'Jack Riley', 'John Doe', 'Channon Roe', 'Mike Gunther', 'Michael Raye Smith', 'Michael S. Stencil', 'Dustin Courtney', 'Allan Graf', 'Jose Chaidez', 'B. Philly Johnson', 'Joe G.M. Chan', 'Goliath', 'Israel Juarbe', 'George Anthony Rae', 'Eric Winzenried', 'Sharon Ferrol-Young', 'Anne Fletcher', 'Scott Fowler', 'Melanie A. Gage', 'Eddie Garcia', 'Sebastian La Cause', 'Lance MacDonald', 'Diane Mizota', 'Nathan Prevost', 'Lisa Ratzin', 'Dee Dee Weathers', 'Darrel W. Wright', 'Greg Bronson', 'Grace Bustos', 'Jorga Caye', 'Tyrone D. Dixon', 'Theo Mayes', 'Coleman McClary', 'Jami Philbrick', 'Misty Tamburelli', 'Sean Welch']",1673,Paul Thomas Anderson
1593,"['Crime', 'Drama', 'Romance', 'Thriller']",9281,"A sheltered Amish child is the sole witness of a brutal murder in a restroom at a Philadelphia train station, and he must be protected.  The assignment falls to a taciturn detective who goes undercover in a Pennsylvania Dutch community. On the farm, he slowly assimilates despite his urban grit and forges a romantic bond with the child's beautiful mother.",A big city cop. A small country boy. They have nothing in common... but a murder.,Witness,"['corruption', 'detective', 'police brutality', 'amish', 'suspense', 'barn raising', 'lancaster, pa']","['Harrison Ford', 'Kelly McGillis', 'Josef Sommer', 'Lukas Haas', 'Jan Rubes', 'Alexander Godunov', 'Danny Glover', 'Brent Jennings', 'Patti LuPone', 'Angus MacInnes', 'Frederick Rolf', 'Viggo Mortensen', 'John Garson', 'Beverly May', 'Ed Crowley', 'Timothy Carhart', 'Sylvia Kauders', 'Robert Earl Jones']",1674,Peter Weir
1594,"['Crime', 'Thriller']",45928,"Harry Donovan is an art forger who paints fake Rembrandt picture for $500,000. The girl he meets and gets into bed with in Paris, Marieke, turns out to be an arts expert Harry's clients are using to check the counterfeit picture he painted.",Harry Donovan is a master in the art of deception... trapped in a lie so perfect even the truth can't save him.,Incognito,"['rembrandt', 'suspense', 'art', 'forger']","['Jason Patric', 'Irène Jacob', 'Ian Richardson', 'Rod Steiger', 'Thomas Lockyer']",1675,John Badham
1595,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",563,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".",The only good bug is a dead bug.,Starship Troopers,"['moon', 'asteroid', 'space marine', 'intelligence', 'buenos aires', 'space battle', 'dystopia', 'army', 'satire', 'spaceship', 'soldier', 'drill instructor', 'military']","['Casper Van Dien', 'Dina Meyer', 'Denise Richards', 'Jake Busey', 'Neil Patrick Harris', 'Clancy Brown', 'Michael Ironside', 'Patrick Muldoon', 'Seth Gilliam', 'Rue McClanahan', 'Blake Lindsley', 'Steven Ford', 'Ungela Brockman', 'Bruce Gray', 'Denise Dowse', 'Amy Smart', 'Tami-Adrian George', 'Julianna McCarthy', 'Dale Dye', 'Dean Norris']",1676,Paul Verhoeven
1596,"['Comedy', 'Drama']",61337,"Werner Ernst is a young hospital resident who becomes embroiled in a legal battle between two half-sisters who are fighting over the care of their comatose father. But are they really fighting over their father's care, or over his $10 million estate? Meanwhile, Werner must contend with his nutty supervisor, who insists that he only care for patients with full insurance. Can Werner sidestep the hospital's legal team and do what's best for the patient?",,Critical Care,"['nun', 'satire', 'hospital', 'half sister']","['James Spader', 'Kyra Sedgwick', 'Helen Mirren', 'Albert Brooks', 'Anne Bancroft', 'Wallace Shawn', 'Jeffrey Wright', 'Margo Martindale', 'Philip Bosco', 'Edward Herrmann']",1677,Sidney Lumet
1597,['Drama'],19931,"Through a series of flashbacks, four young chinese women born in America and their respective mothers born in feudal China, explore their past. This search will help them understand their difficult mother/daughter relationship.",Between every mother and daughter there is a story that must be told.,The Joy Luck Club,"['based on novel', 'mother daughter relationship', 'chinese', 'family', 'chinese american']","['Ming-Na Wen', 'Lauren Tom', 'Tamlyn Tomita', 'Rosalind Chao', 'Kiều Chinh', 'France Nuyen', 'Tsai Chin', 'Lisa Lu', 'Chao Li Chi', 'Victor Wong', 'Russell Wong', 'Michael Paul Chan', 'Philip Moon', 'Andrew McCarthy']",1678,Wayne Wang
1598,['Comedy'],31535,A surfer becomes the head of a major company.,Work sucks!,Chairman of the Board,"['inventor', 'invention', 'scandal']","[""Scott 'Carrot Top' Thompson"", 'Courtney Thorne-Smith', 'Larry Miller', 'Jack Warden', 'M. Emmet Walsh', 'Jack McGee', 'Taylor Negron', 'Raquel Welch', 'Fred Stoller']",1679,Alex Zamm
1599,"['Comedy', 'Drama', 'Fantasy', 'Romance']",10215,"Gwyneth Paltrow plays London publicist Helen, effortlessly sliding between parallel storylines that show what happens if she does or does not catch a train back to her apartment. Love. Romantic entanglements. Deception. Trust. Friendship. Comedy. All come into focus as the two stories shift back and forth, overlap and surprisingly converge.",What if one split second sent your life in two completely different directions?.,Sliding Doors,"['double life', 'commercial', 'fantasy', 'chance', 'marketing', 'time travel', 'in flagranti', 'ambiguous ending', 'alternative reality']","['Gwyneth Paltrow', 'John Hannah', 'John Lynch', 'Jeanne Tripplehorn', 'Zara Turner', 'Douglas McFerran', 'Paul Brightwell', 'Nina Young', 'Virginia McKenna', 'Kevin McNally', 'Theresa Kartell', 'Christopher Villiers', 'Terry English', 'Paul Stacey', 'Peter Howitt', 'Joanna Roth', 'Neil Stuke', 'Evelyn Duah', 'Linda Broughton', 'Pip Miller']",1680,Peter Howitt
1600,"['Action', 'Fantasy', 'Science Fiction']",9823,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth. Sequel to the film ""Mortal Kombat,"" and based on the popular video game.","The world was created in six days, so too shall it be destroyed and on the seventh day mankind will rest... in peace",Mortal Kombat: Annihilation,"['martial arts', 'authority', 'tournament', 'battle', 'fighting', 'based on video game', 'hand to hand combat']","['Robin Shou', 'Talisa Soto', 'James Remar', 'Sandra Hess', ""Lynn 'Red' Williams"", 'Brian Thompson', 'Reiner Schöne', 'Musetta Vander', 'Irina Pantaeva', 'Deron McBee', 'Marjean Holden', 'Litefoot', 'Chris Conrad', 'John Medlen', 'J.J. Perry', 'Tyrone C. Wiggins', 'Dennis Keiffer', 'Ridley Tsui', 'Keith Cooke', 'Lance LeGault', 'Carolyn Seymour', 'Dana Hee', 'Ray Park', 'Ed Boon']",1681,John R. Leonetti
1601,"['Comedy', 'Drama']",37165,"Truman Burbank is the star of ""The Truman Show"", a 24-hour-a-day ""reality"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life.",On the air. Unaware.,The Truman Show,"['claustrophobia', 'hidden camera', 'dystopia', 'reality show', 'make believe', 'pretend']","['Jim Carrey', 'Laura Linney', 'Noah Emmerich', 'Natascha McElhone', 'Ed Harris', 'Holland Taylor', 'Brian Delate', 'Blair Slater', 'Heidi Schanz', 'Ron Taylor', 'Don Taylor', 'Ted Raymond', 'Peter Krause', 'O-Lan Jones', 'Krista Lynn Landolfi', 'Paul Giamatti', 'Harry Shearer', 'Jeanette Miller', 'Philip Glass', 'Una Damon', 'Joe Minjares', 'Philip Baker Hall', 'John Pleshette', 'Terry Camilleri', 'Joel McKinnon Miller']",1682,Peter Weir
1602,"['Drama', 'Romance']",45609,"Kate is secretly betrothed to a struggling journalist, Merton Densher. But she knows her Aunt Maude will never approve of the match, since Kate's deceased mother has lost all her money in a marriage to a degenerate opium addict. When Kate meets a terminally ill American heiress named Millie traveling through Europe, she comes up with a conniving plan to have both love and wealth.",A couple with everything but money. An heiress with everything but love. A temptation no one could resist.,The Wings of the Dove,"['independent film', 'british high society', 'privileged life']","['Helena Bonham Carter', 'Alison Elliott', 'Elizabeth McGovern', 'Alex Jennings', 'Charlotte Rampling', 'Michael Gambon', 'Linus Roache']",1683,Iain Softley
1603,"['Drama', 'Romance']",38904,"As society hostess Clarissa Dalloway prepares for another of her legendary parties, she finds herself haunted by figures and scenes from her passionate adolescence.",,Mrs. Dalloway,"['female nudity', 'flower', 'impalement', 'woman director']","['Vanessa Redgrave', 'Natascha McElhone', 'Michael Kitchen', 'Alan Cox', 'Sarah Badel', 'Lena Headey', 'John Standing', 'Robert Portal', 'Oliver Ford Davies', 'Hal Cruttenden', 'Rupert Graves', 'Amelia Bullmore', 'Margaret Tyzack', 'Robert Hardy', 'Richenda Carey']",1684,Marleen Gorris
